INFO  | 04/10/2020 10:10:16 AM | File run_exp.py           | Line 26    | Writing log file to exp/GRAN\GRANMixtureBernoulli_transport_2020-Apr-10-10-10-16_14992\log_exp_14992.txt
INFO  | 04/10/2020 10:10:16 AM | File run_exp.py           | Line 27    | Exp instance id = 14992
INFO  | 04/10/2020 10:10:16 AM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 04/10/2020 10:10:16 AM | File run_exp.py           | Line 29    | Config =
INFO  | 04/10/2020 10:10:16 AM | File gran_runner.py       | Line 137   | Train/val/test = 8/2/2
INFO  | 04/10/2020 10:10:16 AM | File gran_runner.py       | Line 150   | No Edges vs. Edges in training set = 2.0
INFO  | 04/10/2020 10:10:19 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0001 iteration 00000001 = 158.0273895263672
INFO  | 04/10/2020 10:10:20 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0002 iteration 00000010 = 157.85305786132812
INFO  | 04/10/2020 10:10:22 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0003 iteration 00000020 = 157.655517578125
INFO  | 04/10/2020 10:10:28 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0004 iteration 00000030 = 157.42196655273438
INFO  | 04/10/2020 10:10:30 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0005 iteration 00000040 = 157.1234130859375
INFO  | 04/10/2020 10:10:31 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0007 iteration 00000050 = 156.75558471679688
INFO  | 04/10/2020 10:10:32 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0008 iteration 00000060 = 156.30120849609375
INFO  | 04/10/2020 10:10:34 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0009 iteration 00000070 = 155.72779846191406
INFO  | 04/10/2020 10:10:35 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0010 iteration 00000080 = 155.0107879638672
INFO  | 04/10/2020 10:10:35 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0010
INFO  | 04/10/2020 10:10:37 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0012 iteration 00000090 = 154.13076782226562
