INFO  | 04/01/2020 03:56:21 PM | File run_exp.py           | Line 26    | Writing log file to exp/GRAN\GRANMixtureBernoulli_transport_2020-Apr-01-15-56-21_16380\log_exp_16380.txt
INFO  | 04/01/2020 03:56:21 PM | File run_exp.py           | Line 27    | Exp instance id = 16380
INFO  | 04/01/2020 03:56:21 PM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 04/01/2020 03:56:21 PM | File run_exp.py           | Line 29    | Config =
INFO  | 04/01/2020 03:56:21 PM | File gran_runner.py       | Line 124   | Train/val/test = 8/2/2
INFO  | 04/01/2020 03:56:21 PM | File gran_runner.py       | Line 137   | No Edges vs. Edges in training set = 2.0
INFO  | 04/01/2020 03:56:24 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0001 iteration 00000001 = 1.112662434577942
INFO  | 04/01/2020 03:56:25 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0002 iteration 00000010 = 1.1019659042358398
INFO  | 04/01/2020 03:56:26 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0003 iteration 00000020 = 1.0912035703659058
INFO  | 04/01/2020 03:56:27 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0004 iteration 00000030 = 1.0814952850341797
INFO  | 04/01/2020 03:56:28 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0005 iteration 00000040 = 1.0704425573349
INFO  | 04/01/2020 03:56:29 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0007 iteration 00000050 = 1.0576269626617432
INFO  | 04/01/2020 03:56:31 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0008 iteration 00000060 = 1.0425866842269897
INFO  | 04/01/2020 03:56:32 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0009 iteration 00000070 = 1.0251107215881348
INFO  | 04/01/2020 03:56:33 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0010 iteration 00000080 = 1.0050327777862549
INFO  | 04/01/2020 03:56:33 PM | File gran_runner.py       | Line 271   | Saving Snapshot @ epoch 0010
INFO  | 04/01/2020 03:56:34 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0012 iteration 00000090 = 0.9824440479278564
INFO  | 04/01/2020 03:56:36 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0013 iteration 00000100 = 0.9581723213195801
INFO  | 04/01/2020 03:56:37 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0014 iteration 00000110 = 0.9337912797927856
INFO  | 04/01/2020 03:56:38 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0015 iteration 00000120 = 0.9112855195999146
INFO  | 04/01/2020 03:56:39 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0017 iteration 00000130 = 0.8921118974685669
INFO  | 04/01/2020 03:56:40 PM | File gran_runner.py       | Line 267   | NLL Loss @ epoch 0018 iteration 00000140 = 0.8775105476379395
