INFO  | 04/10/2020 10:16:37 AM | File run_exp.py           | Line 26    | Writing log file to exp/GRAN\GRANMixtureBernoulli_transport_2020-Apr-10-10-16-37_16040\log_exp_16040.txt
INFO  | 04/10/2020 10:16:37 AM | File run_exp.py           | Line 27    | Exp instance id = 16040
INFO  | 04/10/2020 10:16:37 AM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 04/10/2020 10:16:37 AM | File run_exp.py           | Line 29    | Config =
INFO  | 04/10/2020 10:16:37 AM | File gran_runner.py       | Line 137   | Train/val/test = 8/2/2
INFO  | 04/10/2020 10:16:37 AM | File gran_runner.py       | Line 150   | No Edges vs. Edges in training set = 2.0
INFO  | 04/10/2020 10:16:40 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0001 iteration 00000001 = 158.04119873046875
INFO  | 04/10/2020 10:16:41 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0002 iteration 00000010 = 157.96478271484375
INFO  | 04/10/2020 10:16:43 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0003 iteration 00000020 = 157.87962341308594
INFO  | 04/10/2020 10:16:44 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0004 iteration 00000030 = 157.74908447265625
INFO  | 04/10/2020 10:16:46 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0005 iteration 00000040 = 157.54031372070312
INFO  | 04/10/2020 10:16:47 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0007 iteration 00000050 = 157.21115112304688
INFO  | 04/10/2020 10:16:48 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0008 iteration 00000060 = 156.7176971435547
INFO  | 04/10/2020 10:16:50 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0009 iteration 00000070 = 155.98109436035156
INFO  | 04/10/2020 10:16:51 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0010 iteration 00000080 = 154.8995361328125
INFO  | 04/10/2020 10:16:51 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0010
INFO  | 04/10/2020 10:16:54 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0012 iteration 00000090 = 153.4102325439453
INFO  | 04/10/2020 10:16:55 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0013 iteration 00000100 = 151.32371520996094
INFO  | 04/10/2020 10:16:57 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0014 iteration 00000110 = 148.5118408203125
INFO  | 04/10/2020 10:16:59 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0015 iteration 00000120 = 144.84532165527344
INFO  | 04/10/2020 10:17:00 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0017 iteration 00000130 = 140.35328674316406
INFO  | 04/10/2020 10:17:02 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0018 iteration 00000140 = 135.0236358642578
INFO  | 04/10/2020 10:17:03 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0019 iteration 00000150 = 129.44163513183594
INFO  | 04/10/2020 10:17:05 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0020 iteration 00000160 = 124.21623992919922
INFO  | 04/10/2020 10:17:05 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0020
INFO  | 04/10/2020 10:17:06 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0022 iteration 00000170 = 120.37344360351562
INFO  | 04/10/2020 10:17:08 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0023 iteration 00000180 = 118.66316223144531
INFO  | 04/10/2020 10:17:09 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0024 iteration 00000190 = 118.40734100341797
INFO  | 04/10/2020 10:17:11 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0025 iteration 00000200 = 118.40286254882812
INFO  | 04/10/2020 10:17:12 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0027 iteration 00000210 = 118.30390930175781
INFO  | 04/10/2020 10:17:14 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0028 iteration 00000220 = 118.22600555419922
INFO  | 04/10/2020 10:17:15 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0029 iteration 00000230 = 118.17196655273438
INFO  | 04/10/2020 10:17:16 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0030 iteration 00000240 = 118.1163330078125
INFO  | 04/10/2020 10:17:16 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0030
