INFO  | 04/15/2020 11:18:02 AM | File run_exp.py           | Line 26    | Writing log file to exp/GRAN\GRANMixtureBernoulli_transport_2020-Apr-15-11-18-02_14692\log_exp_14692.txt
INFO  | 04/15/2020 11:18:02 AM | File run_exp.py           | Line 27    | Exp instance id = 14692
INFO  | 04/15/2020 11:18:02 AM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 04/15/2020 11:18:02 AM | File run_exp.py           | Line 29    | Config =
INFO  | 04/15/2020 11:18:02 AM | File gran_runner.py       | Line 139   | Train/val/test = 8/2/2
INFO  | 04/15/2020 11:18:02 AM | File gran_runner.py       | Line 152   | No Edges vs. Edges in training set = 5.0606060606060606
INFO  | 04/15/2020 11:18:42 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0001 iteration 00000001 = 0.6999151706695557
INFO  | 04/15/2020 11:18:51 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0007 iteration 00000050 = 0.4892088770866394
INFO  | 04/15/2020 11:18:56 AM | File gran_runner.py       | Line 286   | Saving Snapshot @ epoch 0010
INFO  | 04/15/2020 11:18:59 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0013 iteration 00000100 = 0.2957226634025574
INFO  | 04/15/2020 11:19:08 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0019 iteration 00000150 = 0.14065434038639069
INFO  | 04/15/2020 11:19:10 AM | File gran_runner.py       | Line 286   | Saving Snapshot @ epoch 0020
INFO  | 04/15/2020 11:19:18 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0025 iteration 00000200 = 0.02738349139690399
INFO  | 04/15/2020 11:19:24 AM | File gran_runner.py       | Line 286   | Saving Snapshot @ epoch 0030
INFO  | 04/15/2020 11:19:26 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0032 iteration 00000250 = 0.004902658984065056
INFO  | 04/15/2020 11:19:35 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0038 iteration 00000300 = 0.0029321624897420406
INFO  | 04/15/2020 11:19:39 AM | File gran_runner.py       | Line 286   | Saving Snapshot @ epoch 0040
INFO  | 04/15/2020 11:19:44 AM | File gran_runner.py       | Line 282   | NLL Loss @ epoch 0044 iteration 00000350 = 0.0023082871921360493
