INFO  | 04/10/2020 10:30:59 AM | File run_exp.py           | Line 26    | Writing log file to exp/GRAN\GRANMixtureBernoulli_transport_2020-Apr-10-10-30-58_12020\log_exp_12020.txt
INFO  | 04/10/2020 10:30:59 AM | File run_exp.py           | Line 27    | Exp instance id = 12020
INFO  | 04/10/2020 10:30:59 AM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 04/10/2020 10:30:59 AM | File run_exp.py           | Line 29    | Config =
INFO  | 04/10/2020 10:30:59 AM | File gran_runner.py       | Line 137   | Train/val/test = 8/2/2
INFO  | 04/10/2020 10:30:59 AM | File gran_runner.py       | Line 150   | No Edges vs. Edges in training set = 2.0
INFO  | 04/10/2020 10:31:17 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0001 iteration 00000001 = 11.670795440673828
INFO  | 04/10/2020 10:31:22 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0002 iteration 00000010 = 9.952157974243164
INFO  | 04/10/2020 10:31:23 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0003 iteration 00000020 = 9.484214782714844
INFO  | 04/10/2020 10:31:24 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0004 iteration 00000030 = 8.270281791687012
INFO  | 04/10/2020 10:31:38 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0005 iteration 00000040 = 8.6118803024292
INFO  | 04/10/2020 10:31:39 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0007 iteration 00000050 = 8.140888214111328
INFO  | 04/10/2020 10:31:41 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0008 iteration 00000060 = 8.037792205810547
INFO  | 04/10/2020 10:31:42 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0009 iteration 00000070 = 8.135628700256348
INFO  | 04/10/2020 10:31:52 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0010 iteration 00000080 = 8.093643188476562
INFO  | 04/10/2020 10:31:52 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0010
INFO  | 04/10/2020 10:31:54 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0012 iteration 00000090 = 8.068570137023926
INFO  | 04/10/2020 10:31:55 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0013 iteration 00000100 = 8.219918251037598
INFO  | 04/10/2020 10:31:56 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0014 iteration 00000110 = 8.066187858581543
INFO  | 04/10/2020 10:31:58 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0015 iteration 00000120 = 8.030291557312012
INFO  | 04/10/2020 10:31:59 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0017 iteration 00000130 = 8.165448188781738
INFO  | 04/10/2020 10:32:00 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0018 iteration 00000140 = 8.002462387084961
INFO  | 04/10/2020 10:32:02 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0019 iteration 00000150 = 8.028024673461914
INFO  | 04/10/2020 10:32:03 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0020 iteration 00000160 = 8.056172370910645
INFO  | 04/10/2020 10:32:03 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0020
INFO  | 04/10/2020 10:32:04 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0022 iteration 00000170 = 8.198863983154297
INFO  | 04/10/2020 10:32:06 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0023 iteration 00000180 = 8.008916854858398
INFO  | 04/10/2020 10:32:07 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0024 iteration 00000190 = 7.962118148803711
INFO  | 04/10/2020 10:32:09 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0025 iteration 00000200 = 8.01008129119873
INFO  | 04/10/2020 10:32:10 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0027 iteration 00000210 = 8.085275650024414
INFO  | 04/10/2020 10:32:11 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0028 iteration 00000220 = 7.984804153442383
INFO  | 04/10/2020 10:32:13 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0029 iteration 00000230 = 8.030596733093262
INFO  | 04/10/2020 10:32:14 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0030 iteration 00000240 = 7.969823360443115
INFO  | 04/10/2020 10:32:14 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0030
INFO  | 04/10/2020 10:32:15 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0032 iteration 00000250 = 8.031086921691895
INFO  | 04/10/2020 10:32:17 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0033 iteration 00000260 = 7.945017337799072
INFO  | 04/10/2020 10:32:18 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0034 iteration 00000270 = 7.978360176086426
INFO  | 04/10/2020 10:32:19 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0035 iteration 00000280 = 8.003487586975098
INFO  | 04/10/2020 10:32:21 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0037 iteration 00000290 = 8.097217559814453
INFO  | 04/10/2020 10:32:22 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0038 iteration 00000300 = 8.141569137573242
INFO  | 04/10/2020 10:32:23 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0039 iteration 00000310 = 8.16669750213623
INFO  | 04/10/2020 10:32:25 AM | File gran_runner.py       | Line 280   | NLL Loss @ epoch 0040 iteration 00000320 = 8.038362503051758
INFO  | 04/10/2020 10:32:25 AM | File gran_runner.py       | Line 284   | Saving Snapshot @ epoch 0040
